Term	ID	es	nes	pval	sidak	fdr	geneset_size	leading_edge	propagated_edge
Signaling by ERBB2	R-HSA-1227986	0.4854021407719194	0.8648877379174073	0.3871004084398373	1.0	0.6111884040018031	14	ERBB4	EREG,NRG1,ERBB3,BTC,CDC37,ERBB4,NRG2,FYN,HSP90AA1,EGFR,NRG3,HBEGF,YES1,ERBB2,NRG4,ERBIN,SRC
Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin	R-HSA-9725554	0.4797325786975993	0.8641358865634158	0.3875132471322935	1.0	0.6111884040018031	20	FLG,ABCG2,TP63	NUMB,KLK7,ITGB1,KRT1,LRIG1,LGALS7B,LORICRIN,IVL,TFRC,LGALS7,KRT10,FLG,FABP5,DLL1,ITGA6,KPRP,ABCG2,KRT5,YAP1,EGF,SBSN,SPINK5,KRT78,CALML5,CASP14,DMKN,KRT14,TP63,KRTDAP,AQP3,ITGB4,SPRR2A,HOPX,KLK5,KRT19,CSPG4,PRSS3,KRT24,GJB3
Formation of the ureteric bud	R-HSA-9830674	0.48305937935581517	0.8633593081373093	0.3879399450550367	1.0	0.6111884040018031	17	BMP4,FOXC1,GREM1,NPNT,SALL1	ITGB1,WNT11,ROBO2,SLIT2,ITGA8,EYA1,HOXA11,FOXC2,GDNF,SIX2,GREM1,HOXC11,SIX1,BMP4,SALL1,GFRA1,NPNT,HOXD11,FOXC1,PAX2
Signaling by FGFR1 in disease	R-HSA-5655302	0.4823054042326077	0.858956204474054	0.3903646789110389	1.0	0.6141807666850666	22	PIK3R1,CEP43,FGF5	FGF2,HRAS,CEP43,LRRFIP1,ERLIN2,CUX1,FGF5,SOS1,KRAS,FGF1,NRAS,FGFR1OP2,FGF9,CNTRL,MYO18A,FGF6,FGF20,FGF23,FRS2,GRB2,BAG4,FGF17,GAB1,FGF4,PLCG1,PIK3R1,FGF8,FGFR1,BCR,TRIM24,PIK3CA,CPSF6
p130Cas linkage to MAPK signaling for integrins	R-HSA-372708	0.49192631453168334	0.8480329752688539	0.396419606579836	1.0	0.6228689786180488	11	FGG	FN1,FGB,BCAR1,ITGA2B,RAP1B,TLN1,RAP1A,APBB1IP,ITGB3,VWF,PTK2,FGG,CRK,SRC
Co-stimulation by CD28	R-HSA-389356	0.48240568133153094	0.8456323937538294	0.397757848546739	1.0	0.6241327851693126	13	CTLA4	PPP2R5B,PPP2CB,CD80,CD28,PPP2R5D,PPP2R5A,CD86,FYN,GRAP2,PPP2R1B,CTLA4,LCK,PPP2CA,LYN,YES1,PPP2R1A,SRC,PPP2R5E
Endogenous sterols	R-HSA-211976	0.48066424179361866	0.8445089504149283	0.39838506397640416	1.0	0.6242790077592714	16	CYP19A1,CYP1B1,AHR,CYP7A1,NCOA2	CYP19A1,NCOA1,CYP21A2,FDX2,CYP11A1,CYP7B1,FDX1,FDXR,CYP51A1,CYP27A1,CYP46A1,CYP11B2,ARNT,NR1H4,CYP11B1,RXRA,CYP7A1,CYP39A1,CYP1B1,AHR,NCOA2,CYP4V2,ARNT2
Nitric oxide stimulates guanylate cyclase	R-HSA-392154	0.43852657004827045	0.843168058099781	0.3991344599348594	1.0	0.6246160423880196	5	NOS1,NOS2,GUCY1A1,GUCY1B1	NOS1,GUCY1A1,GUCY1B1,GUCY1A2,NOS2
Complex III assembly	R-HSA-9865881	0.5072802209971852	0.8411740404058035	0.4002504412333534	1.0	0.6255250879703077	9		UQCRHL,HSPA9,NFS1,UQCC2,UQCRB,UQCC1,UQCC6,UQCR10,HSCB,LYRM7,UQCRFS1,UQCRQ,FXN,BCS1L,UQCRC2,UQCR11,UQCC5,LETM1,UQCRH,LYRM4,CYC1,ISCU,UQCC3,TTC19,UQCRC1
RUNX2 regulates osteoblast differentiation	R-HSA-8940973	0.47677085120844237	0.8263784864440604	0.4085894233950751	1.0	0.6377049879156779	17	MAF,SATB2,MAPK3	SATB2,MAF,HDAC6,WWTR1,CBFB,HEY2,HEY1,RUNX2,MAPK3,MAPK1,AR,RB1,BGLAP,ABL1,ZNF521,UCMA,GLI3,HDAC3,YES1,HES1,SP7,YAP1,SRC
Collagen biosynthesis and modifying enzymes	R-HSA-1650814	0.4941375293856792	0.8253116595414839	0.40919467400284804	1.0	0.6377980985457724	43	P3H2,COL10A1,COL4A1,COL4A2,COL27A1,P4HA2,COL4A4,COL4A3,BMP1,COL8A1,COL17A1,COL11A1,COLGALT2	P4HA1,COL23A1,COL11A1,COL25A1,COL3A1,COL1A2,PPIB,PLOD3,BMP1,COL5A2,COL6A5,COL19A1,COL7A1,COL20A1,COL24A1,COL9A3,COL4A2,PLOD2,COL1A1,COL26A1,COL11A2,COL8A1,P4HA2,COL6A1,COL4A4,COL5A3,COL9A2,TLL2,CRTAP,COL28A1,COL12A1,ADAMTS3,COL18A1,COL13A1,COLGALT2,COLGALT1,PCOLCE2,COL4A5,COL22A1,COL6A6,P4HB,COL4A3,COL21A1,COL8A2,COL4A6,ADAMTS2,COL6A2,COL15A1,COL5A1,COL14A1,COL2A1,COL17A1,P4HA3,COL16A1,P3H2,P3H3,PLOD1,COL6A3,SERPINH1,P3H1,PCOLCE,COL9A1,COL10A1,ADAMTS14,COL27A1,COL4A1
VLDLR internalisation and degradation	R-HSA-8866427	0.5104438016378698	0.8174917013157414	0.4136474898502398	1.0	0.6438800474499738	8		VLDLR,CLTA,NR1H2,AP2M1,CLTC,AP2A1,PCSK9,AP2S1,UBA52,AP2A2,UBC,RPS27A,MYLIP,NR1H3,AP2B1
Basigin interactions	R-HSA-210991	0.4767422965430801	0.8150444915045794	0.4150468432665706	1.0	0.6446547408075441	14	ATP1B1,SLC7A10	SLC7A8,ITGB1,BSG,SLC16A1,PPIL2,SPN,ATP1B3,ATP1B1,SLC7A9,SLC7A7,ATP1B2,PPIA,MAG,SLC7A11,SLC7A10,SLC7A6,SLC16A3,L1CAM,CAV1,ITGA3,SLC7A5,SLC3A2,ITGA6,SLC16A8
Glycolysis	R-HSA-70171	0.47704255386411515	0.8139474161393195	0.4156750755399996	1.0	0.6446547408075441	12	GCK,GNPDA2	PGK1,PKLR,PFKP,ENO2,GCK,HK3,PFKL,PGM2L1,ENO1,ADPGK,HK2,TPI1,GPI,HKDC1,PGK2,ALDOC,GNPDA2,PGAM1,ENO4,PKM,GAPDH,ENO3,PGAM2,BPGM,GAPDHS,GNPDA1,HK1,ALDOB,PFKM
Nicotinamide salvage	R-HSA-197264	0.47471659190356896	0.8132368554302443	0.416082272478989	1.0	0.6446547408075441	6		SLC22A13,NNMT,PARP14,NAXD,NUDT12,PARP4,NAPRT,PARP16,NAXE,RNLS,SLC5A8,PARP8,PARP6,PARP9,NAMPT
Signaling by ERBB2 TMD/JMD mutants	R-HSA-9665686	0.47587412997523365	0.8127681339960023	0.4163510088192437	1.0	0.6446547408075441	15	NRG1,EGFR,ERBB4	EREG,HRAS,NRG1,ERBB3,GRB2,BTC,CDC37,ERBB4,PLCG1,SOS1,NRG2,KRAS,HSP90AA1,EGFR,NRG3,NRAS,HBEGF,SHC1,ERBB2,NRG4,ERBIN
DARPP-32 events	R-HSA-180024	0.5007954688927105	0.8067605509790727	0.4198044510851886	1.0	0.6491420678817268	9		PRKACG,CDK5,PRKAR2B,PDE4C,PPP2CB,PPP1CA,PPP2R5D,PRKAR1A,PPP3CB,PRKAR1B,PPP2R1B,PPP3R1,PRKAR2A,PDE4A,PPP3CA,PPP2CA,PPP3CC,PDE4D,CALM1,PPP1R1B,PRKACA,PPP2R1A,PDE4B
Recruitment of mitotic centrosome proteins and complexes	R-HSA-380270	0.47481508931888705	0.8036663777718921	0.42158967683496673	1.0	0.6510413899868905	23	CEP57,CDK5RAP2,NME7,CEP43	SSNA1,PRKAR2B,TUBGCP6,CEP41,CLASP1,CEP63,CEP78,NEDD1,DYNLL1,OFD1,CEP57,DYNC1I2,CEP164,TUBG1,ODF2,TUBGCP3,CNTRL,MZT2A,CDK1,DYNC1H1,HAUS5,PRKACA,PPP2R1A,YWHAE,TUBA4A,NINL,ACTR1A,CSNK1E,CKAP5,ALMS1,HAUS4,CEP72,MAPRE1,NDE1,CEP135,CETN2,SFI1,SDCCAG8,HAUS6,CSNK1D,CEP250,TUBB4A,HAUS7,TUBG2,AKAP9,CCP110,TUBGCP2,PLK1,HAUS8,CEP43,PCM1,TUBB4B,PAFAH1B1,CEP152,HAUS3,HAUS1,YWHAG,CEP70,TUBB,PCNT,HAUS2,CEP76,DCTN1,CDK5RAP2,CEP131,CDK11B,TUBA1A,CEP192,MZT1,NEK2,PLK4,MZT2B,CEP290,HSP90AA1,TUBGCP5,NME7,TUBGCP4,DCTN3,CPAP,DCTN2
TAK1-dependent IKK and NF-kappa-B activation	R-HSA-445989	0.4724481430367428	0.8007733817673467	0.4232628514688379	1.0	0.6515339535057186	17	NOD2,NFKBIA,NFKB1	TAB1,UBB,RELA,NKIRAS1,RIPK2,IKBKG,APP,UBA52,TAB3,NKIRAS2,ALPK1,NFKB1,TIFA,NFKBIA,RPS27A,NOD2,S100B,IRAK1,NFKBIB,S100A12,IKBKB,MAP3K7,SAA1,TAB2,HMGB1,NFKB2,USP18,TRAF6,NOD1,CHUK,UBE2V1,IRAK2,AGER,UBC
Defective EXT2 causes exostoses 2	R-HSA-3656237	0.4313456140676929	0.8002246141305495	0.4235806712269856	1.0	0.6515339535057186	5	GPC5,HSPG2	GPC1,GPC4,AGRN,GPC5,SDC1,GPC2,HSPG2,EXT2,GPC6,SDC2,GPC3,SDC3,SDC4
"""Defective EXT1 causes exostoses 1, TRPS2 and CHDS"	R-HSA-3656253	0.4313456140676929	0.8002246141305495	0.4235806712269856	1.0	0.6515339535057186	5	GPC5,HSPG2	"GPC1,GPC4,AGRN,GPC5,SDC1,GPC2,HSPG2,EXT2,GPC6,SDC2,GPC3,SDC3,SDC4"""
Other interleukin signaling	R-HSA-449836	0.4730232536459058	0.791738915675681	0.4285129261656895	1.0	0.6582544161467687	13	TYK2	PTPRZ1,CD4,IL34,IFNLR1,CSF3,CSF3R,STX4,SDC1,JAK1,IFNL1,STXBP2,PRTN3,CSF1,IL16,STX1A,VAMP2,TXLNA,SNAP25,IL32,STX3,CSF1R,IL10RB,TYK2
High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells	R-HSA-9856530	0.4884030059688814	0.7879350383077148	0.43073470488940013	1.0	0.6603109945831802	41	ADCY5,PIEZO1,CALCRL,ADCY2,PKN2,NOS3,CTNNB1,ADCY9,MMP14,ADM,KDR,ADCY7,GNAS,ADCY3	MAPKAP1,CALCRL,PIEZO1,NOS3,PRKAR2B,MMP14,PRKAR1A,TLN1,VCL,GNG12,TRPV4,CTNNB1,PRKACA,AKT1,ADCY9,GNA11,PRKACG,GNG5,PRR5,PECAM1,PDPK1,CAPNS1,PANX1,PIK3CA,CAPN2,GNB3,ADCY2,RAMP2,ADCY5,GNG8,KDR,PIK3R2,PRKACB,FLT4,PIK3CB,GNG3,ADCY6,GNB2,MTOR,PRKAR1B,PIK3CD,RICTOR,ADCY3,GNG13,PKN2,ADCY7,ADM,GNG2,GNG10,GNAS,FYN,CAPNS2,GNGT1,GNG7,ADCY8,GNG4,GNB5,GNGT2,PRKAR2A,ADCY4,CDH5,GNAQ,P2RY2,CALM1,GNG11,ADCY1,MLST8,GNB1
Resolution of D-loop Structures through Holliday Junction Intermediates	R-HSA-5693568	0.4721827086066688	0.7875133311488483	0.4309814276021955	1.0	0.6603109945831802	23	BRCA2,ATM,EXO1,RAD51B	ATM,BLM,MRE11,BRCA1,RAD50,RAD51C,RMI2,BRIP1,RMI1,PALB2,RAD51AP1,RAD51D,EXO1,FIGNL1,EME1,BRCA2,XRCC2,SLX1A,RAD51B,FIRRM,EME2,DNA2,MUS81,SLX1B,SEM1,BARD1,RBBP8,RAD51,XRCC3,TOP3A,SPIDR,NBN,GEN1,SLX4,KAT5
Regulation of Complement cascade	R-HSA-977606	0.47177000556796655	0.7754795756232072	0.43805632970640285	1.0	0.6702720542235404	24	CD55,SERPING1,CLU,F2,CFH,CD46,CFI,C3	PROS1,IGHG1,IGHV1-2,IGLV2-14,IGKV1-39,IGKV3-11,CFHR4,CFHR3,C8B,IGLV3-27,C8A,IGKV3-15,IGLC2,IGKV3-20,IGHV1-46,IGKV2-30,CR1,C3,CFH,IGHV4-34,IGLV3-19,IGKV1D-39,C6,IGHV2-5,IGHV3-48,IGKV1-17,C4B,IGHV3-11,IGKV1D-12,C3AR1,IGLV1-51,C4BPA,IGKV3D-20,IGLV3-1,IGHG2,C4A,CFHR2,CPN2,IGKV1D-33,IGLV6-57,IGHV1-69,IGLV2-11,C5AR2,IGHG4,C5AR1,CFB,CPN1,C4B_2,IGHV3-33,C5,CLU,CFP,C1QB,C2,IGLV2-23,CPB2,IGLV1-44,IGKV2-28,IGLV3-21,IGHV3-30,IGKV1D-16,IGLC3,CFHR5,CD46,C1R,IGKV4-1,F2,CR2,IGLV1-40,C8G,CFI,CD81,IGHV2-70,IGHV4-39,ELANE,IGKV5-2,C4BPB,SERPING1,IGHV3-13,IGKV1-33,CD59,IGHV3-23,IGLV7-43,IGHV3-53,IGKV1-5,IGKV2D-28,IGHV3-7,VTN,IGLV1-47,CD19,IGHV4-59,CD55,C1QC,IGKV1-16,CFHR1,IGKV1-12,C1S,IGLV3-25,IGKV2D-30,IGKV2D-40,IGLV2-8,C1QA,C7
Negative regulators of DDX58/IFIH1 signaling	R-HSA-936440	0.46788436357819496	0.7710518222999363	0.4406762154388093	1.0	0.673399340977736	22	IKBKE,IFIH1,IRF3,TAX1BP1,TNFAIP3,CYLD,TRAF3	ATG5,UBE2D2,RNF216,IFIH1,UBB,HERC5,TBK1,IRF3,PCBP2,UBE2D3,UBA52,NLRX1,TAX1BP1,RPS27A,MAVS,TRIM25,ATG12,CYLD,ITCH,RIGI,UBE2D1,TNFAIP3,NLRC5,TRAF3,OTUD5,RNF125,RNF135,UBE2L6,UBE2K,UBC,IKBKE,ISG15,PIN1,TRIM4
RAF-independent MAPK1/3 activation	R-HSA-112409	0.48537557803037723	0.7659040358129785	0.44373340437507336	1.0	0.6765163528654763	10	DUSP10,DUSP6	DUSP1,DUSP4,MAPK3,DUSP16,DUSP7,DUSP5,DUSP10,MAPK1,DUSP6,DUSP2,DUSP8,PEA15
Signaling by ERBB2 KD Mutants	R-HSA-9664565	0.4656973299526955	0.7656687386163248	0.4438734325473228	1.0	0.6765163528654763	18	NRG1,EGFR,ERBB4,PIK3R1	EREG,HRAS,NRG1,ERBB3,GRB2,BTC,GAB1,CDC37,ERBB4,PLCG1,SOS1,NRG2,KRAS,HSP90AA1,EGFR,PIK3R1,NRG3,NRAS,HBEGF,SHC1,PIK3CA,ERBB2,NRG4,ERBIN
Signaling by ERBB4	R-HSA-1236394	0.46760326485129655	0.7617993029478244	0.4461797964919114	1.0	0.6788552610796614	14	ERBB4	EREG,NRG1,ERBB3,BTC,ERBB4,GABRB2,NRG2,GABRB3,GABRA1,EGFR,GABRG3,NRG3,HBEGF,GABRQ,GABRG2,DLG4,NRG4,GABRB1
GRB2:SOS provides linkage to MAPK signaling for Integrins	R-HSA-354194	0.4845120607751051	0.7611466869038823	0.4465694574595891	1.0	0.6788552610796614	10	FGG	FN1,FGB,GRB2,ITGA2B,SOS1,RAP1B,TLN1,RAP1A,APBB1IP,ITGB3,VWF,PTK2,FGG,SRC
"""Formation of the ternary complex, and subsequently, the 43S complex"	R-HSA-72695	0.46405506145788067	0.7579963855497583	0.4484531465370336	1.0	0.6808334133789511	21	RPS26	"EIF3D,RPS8,RPS7,RPS24,EIF3H,EIF3I,RPS13,EIF1AX,RPS5,EIF2S1,RPS27,RPS11,RPS10,RPS20,RPS4Y2,FAU,EIF3F,RPS6,RPSA,EIF3G,RPS27A,EIF3J,EIF2S3,RPS23,RPS15,EIF3C,EIF3A,RPS19,RPS21,RPS18,RPS17,RPS4X,RPS14,RPS3A,RPS3,EIF2S2,EIF3K,RPS27L,RPS4Y1,EIF3L,RPS28,RPS12,RPS15A,RPS29,RPS25,RPS16,EIF3B,RPS2,RPS26,EIF3M,RPS9"""
Class C/3 (Metabotropic glutamate/pheromone receptors)	R-HSA-420499	0.4980305595584986	0.7524203971894681	0.45179828410616163	1.0	0.6850223010636874	8	GRM3,GRM5	TAS2R39,TAS2R13,TAS2R1,TAS2R46,TAS2R43,TAS2R10,GRM8,CASR,TAS2R31,TAS1R1,GRM2,TAS2R20,TAS2R40,GRM1,TAS1R2,TAS2R19,TAS2R16,TAS2R41,TAS2R30,GABBR2,GRM7,TAS2R50,TAS2R5,TAS2R7,GABBR1,TAS2R14,TAS2R42,GRM3,TAS2R8,TAS2R9,GRM6,GPRC6A,TAS2R3,TAS2R38,GRM4,TAS2R4,TAS2R60,GRM5
NFE2L2 regulating anti-oxidant/detoxification enzymes	R-HSA-9818027	0.5036317949999314	0.7452131441782126	0.4561428780480088	1.0	0.6907137622255469	7		TXNRD1,GSTA1,GCLC,PRDX1,NFE2L2,SLC7A11,HMOX1,GSR,SOD3,MAFK,CREBBP,ATF4,GCLM,GSTA3,TXN,NQO1,EP300,SRXN1
mRNA decay by 5' to 3' exoribonuclease	R-HSA-430039	0.5027861801171094	0.7408266310745575	0.45879856574673594	1.0	0.6938363820930586	7		LSM1,LSM3,LSM7,DCP1A,LSM6,DDX6,PATL1,EDC3,DCP1B,XRN1,DCP2,LSM5,LSM4,EDC4
Developmental Lineage of Pancreatic Acinar Cells	R-HSA-9925561	0.45939647930659244	0.7333905320961663	0.46332027214863225	1.0	0.6996111428437126	19	HNF1B	GP2,SPINK1,CPA2,CPA1,PNLIP,CTRL,PLA2G1B,PDIA2,BHLHA15,HNF1B,ONECUT1,PDX1,REG1A,CTRC,CELA2A,PTF1A,FOXA2,PRSS1,CELA3B,GATA4,SERPINA4,NKX6-1,CEL,PNLIPRP2,CPB1,RNASE1,AQP8,SYCN,GNMT,KLK1,AMY2A
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	R-HSA-8936459	0.46633793923660255	0.7325809399248898	0.4638140596269267	1.0	0.6996111428437126	25	RUNX1,EP300,PRKCQ,TNRC6B,ZFPM1	H4C3,H3C2,CBFB,KAT2B,H2BC5,H2AC20,MYL9,MIR27A,H4C13,ASH2L,H4C15,TNRC6B,H4C14,NFE2,H2BC9,AGO1,WDR5,H3C6,H3C4,KMT2A,H4C4,H2BC8,PRKCQ,H2AC18,H2BC21,H4C16,THBS1,H2AJ,H2BC3,H4C1,H2AB1,ITGA2B,TNRC6A,H4C12,H2BC6,H3C10,SETD1A,H2BC1,H2BC11,H2AC14,HDAC1,H3-3A,GATA1,DPY30,GP1BA,H3C15,PRMT1,EP300,H2BC13,H2BC17,NR4A3,PF4,H2BC14,H2AZ2,H2AC6,H2BC10,SETD1B,H2BC7,H4C2,SIN3B,H3C12,H2BC15,PRMT6,H2AX,H2AC4,H4C11,H3-3B,H4C9,H2BC12,H4C8,H2BC4,H4C5,H3C3,KMT2C,ZFPM1,H3C7,H3C1,AGO4,H2AC19,KMT2B,H2AC7,MOV10,H3C13,H4C6,H2BC26,RUNX1,H2BC12L,H3C11,RBBP5,H3C14,AGO3,H3C8,SIN3A,TNRC6C,H2AC8
Insulin processing	R-HSA-264876	0.4605795433110753	0.7225738196224726	0.4699417575193303	1.0	0.7079406115207437	15	PCSK1,INS,SLC30A8	PCSK2,EXOC4,EXOC3,EXOC8,KIF5C,EXOC6,MYO5A,EXOC7,PCSK1,EXOC5,CPE,P4HB,SLC30A8,INS,SLC30A5,RAB27A,KIF5B,STX1A,EXOC1,VAMP2,CLTRN,EXOC2,MYRIP,ERO1B
trans-Golgi Network Vesicle Budding	R-HSA-199992	0.41811594202895264	0.7198732061743225	0.4716030663999524	1.0	0.7095289377368653	5	VAMP8,STX4,ARF1,GBF1	SNAP23,VAMP2,STX4,GBF1,VAMP7,VAMP8,ARF1
Adenylate cyclase inhibitory pathway	R-HSA-170670	0.48346837163969	0.7133605168121822	0.47562269860805695	1.0	0.7146567283712321	9	ADCY9,ADCY5,ADCY3	GNAI2,ADCY6,GNAT3,ADCY8,ADCY4,GNAL,ADCY3,GNAI1,ADCY2,ADCY1,ADCY9,ADCY5,GNAI3
GRB2 events in EGFR signaling	R-HSA-179812	0.4971595675396486	0.7115160309205898	0.4767645203653621	1.0	0.7154527911516153	7	TGFA	EGFR,EREG,HRAS,NRAS,TGFA,GRB2,BTC,HBEGF,SOS1,KRAS,EPGN,AREG
G alpha (s) signalling events	R-HSA-418555	0.4802850125391477	0.7045949738112778	0.48106232728671205	1.0	0.7209767443566236	81	ADCY5,RXFP2,CRHR1,ADCY3,MC4R,PTGER4,GRK5,PDE10A,ADM,GIPR,GNAS,CALCRL,PDE8B,GLP1R,MC1R,ADCY7,FSHB,POMC,PTHLH,PDE3A,TSHR	GNB4,CALCRL,GRK5,HTR4,ADORA2A,PDE11A,HTR7,PTHLH,PDE2A,MC1R,GNAZ,POMC,TAAR8,GNAI2,GPR39,PDE7A,TSHB,GPR32,AVP,GPR84,GPHA2,ADORA2B,PTGIR,ADCY2,RAMP2,PDE8B,ADCY5,PTH2R,RXFP1,GPR25,GPBAR1,GNG3,VIP,FSHB,RLN2,TSHR,PTGER2,PTH,GHRH,MC2R,GNG13,GHRHR,RLN3,CRHR1,PDE3B,CRH,ADM,PDE3A,CRHR2,GLP2R,GNG7,ARRB1,HRH2,ADCY8,GNG4,GNB5,GIP,INSL3,GNGT2,PDE4A,NPS,ADRB2,GIPR,GRK6,PDE4D,ADCYAP1R1,SCT,ADCY1,NPSR1,MC4R,MC3R,GPR45,PDE1A,RAMP1,VIPR2,GLP1R,DRD1,GPR83,GPR27,GNG12,PTH2,RAMP3,PTGER4,ADCY9,AVPR2,RXFP2,TAAR6,CYSLTR2,GNG5,P2RY11,ADM2,PDE1B,LHB,ADRB1,CALCA,GPHB5,TAAR2,ARRB2,GCG,GPR176,HTR6,LHCGR,GNAI1,GNB3,GNG8,TAAR9,MC5R,GPR15,GPR150,SCTR,FSHR,PDE4C,PDE10A,ADCY6,CGA,GNB2,DRD5,GNAT3,TAAR1,TAAR5,PTGDR,CALCB,GRK3,ADCY3,GPR20,ADRB3,SRC,ADCY7,IAPP,VIPR1,GNG2,ADCYAP1,PDE7B,GNG10,GNAS,PTH1R,PDE8A,GNGT1,CALCR,ADCY4,GCGR,GNG11,GRK2,GNB1
SHC1 events in EGFR signaling	R-HSA-180336	0.4871897805378083	0.694721155249474	0.48723006760781895	1.0	0.7292854661120874	8	TGFA	EREG,HRAS,GRB2,BTC,SOS1,KRAS,EPGN,EGFR,NRAS,TGFA,HBEGF,SHC1,AREG
ROS and RNS production in phagocytes	R-HSA-1222556	0.4537809427142458	0.6789880051539772	0.49714546210880384	1.0	0.7431752496230073	13	ATP6V1G3,NOS3,NCF4,NCF1	NOS3,ATP6V1B2,NOS1,ATP6V1G2,SLC11A1,RAC2,ATP6V0E2,ATP6V0D2,ATP6V0A1,ATP6V1G3,ATP6V1E1,NCF1,ATP6V0C,ATP6V1H,ATP6V1B1,HVCN1,ATP6V0A4,ATP6V1A,CYBA,ATP6V1F,ATP6V0D1,NCF2,CYBB,ATP6V1G1,ATP6V1C1,ATP6V0B,ATP6V0A2,ATP6V1E2,ATP6V1C2,NOS2,NCF4,ATP6V0E1,ATP6V1D
Recruitment of NuMA to mitotic centrosomes	R-HSA-380320	0.45795348766879596	0.6622675136447146	0.5077997927800015	1.0	0.7579295652957024	27	CEP57,CDK5RAP2,NME7,CEP43	PRKAR2B,TUBGCP6,CEP41,CLASP1,CEP63,CEP78,NEDD1,DYNLL1,OFD1,TUBB2A,CEP57,DYNC1I2,CEP164,TUBG1,ODF2,TUBGCP3,CNTRL,MZT2A,CDK1,DYNC1H1,HAUS5,PRKACA,PPP2R1A,YWHAE,TUBA4A,NINL,TUBA3D,ACTR1A,CSNK1E,CKAP5,TUBA3E,ALMS1,HAUS4,CEP72,TUBA8,MAPRE1,NDE1,CEP135,CETN2,SFI1,TUBA4B,HAUS6,CSNK1D,SDCCAG8,CEP250,TUBB4A,HAUS7,TUBG2,AKAP9,CCP110,TUBGCP2,PLK1,HAUS8,CEP43,PCM1,TUBB4B,PAFAH1B1,CEP152,TUBA3C,HAUS3,TUBB3,HAUS1,YWHAG,CEP70,TUBB,PCNT,HAUS2,CEP76,DCTN1,CDK5RAP2,CEP131,TUBA1A,CEP192,MZT1,NEK2,TUBB2B,TUBB6,PLK4,MZT2B,TUBB8,TUBA1C,TUBB8B,CEP290,HSP90AA1,TUBGCP5,NME7,TUBGCP4,TUBAL3,NUMA1,DCTN3,TUBB1,CPAP,DCTN2,TUBA1B
Removal of the Flap Intermediate	R-HSA-69166	0.47401305069360944	0.661468290099102	0.5083120437911297	1.0	0.7579295652957024	9	POLD3,RPA1	RPA2,RPA1,FEN1,DNA2,POLD3,POLA2,POLD4,POLA1,PRIM2,POLD1,PRIM1,POLD2,RPA3
Impaired BRCA2 binding to RAD51	R-HSA-9709570	0.4464518385417041	0.6532629183606643	0.5135867939517242	1.0	0.7648190600376632	19	BRCA2,ATM,EXO1,RPA1	ATM,RFC3,BLM,ATR,MRE11,RFC2,RPA1,RHNO1,BRCA1,RPA2,RAD9B,RAD17,RAD50,RMI2,RFC4,BRIP1,RMI1,HUS1,EXO1,RFC5,RAD1,TOPBP1,BRCA2,ATRIP,DNA2,SEM1,BARD1,RAD9A,RBBP8,RAD51,TOP3A,NBN,KAT5,RPA3
Ion homeostasis	R-HSA-5578775	0.45709993182665426	0.6486719577454553	0.5165504336036801	1.0	0.76825376193728	28	PLN,CAMK2D,ATP2B1,ITPR3,ATP2A2,ATP1B1,ITPR1,STIM1	ATP1A2,FXYD4,CAMK2G,NOS1,FXYD7,ATP2A2,SLC8A1,ASPH,ABCC9,SRI,CAMK2A,ATP1A1,ATP2B4,ITPR1,ITPR2,ATP2B2,TRPC1,AHCYL1,ATP2B1,ATP2B3,CAMK2D,FXYD3,CAMK2B,TRDN,ATP2A1,CASQ1,PRKACA,ORAI1,DMPK,FKBP1B,FXYD1,RYR2,CASQ2,ITPR3,CLIC2,FXYD2,ATP1B3,SLC8A2,ATP1B1,ATP1A3,ATP1B2,PLN,ATP1A4,FXYD6,ATP2A3,RYR1,STIM1,SLN,SLC8A3,ORAI2,RYR3,CALM1,TNNI3
Fanconi Anemia Pathway	R-HSA-6783310	0.4469991058790956	0.6468397771800076	0.5177356454804629	1.0	0.7690380807708528	17	FANCA,FANCL,RPA1,ERCC4	ATR,RPA2,RPA1,CENPS,FANCL,ERCC4,FAAP24,CENPX,UBE2T,FANCG,UBA52,FANCB,FAN1,FANCE,FANCC,RPS27A,FANCA,DCLRE1A,EME1,DCLRE1B,WDR48,FAAP20,SLX1A,ATRIP,FANCM,EME2,MUS81,POLN,USP1,SLX1B,ERCC1,FANCF,UBC,FAAP100,SLX4,FANCD2,RPA3,FANCI
Nuclear Envelope Breakdown	R-HSA-2980766	0.4815673986695597	0.6291425428786256	0.5292557407183156	1.0	0.7850981883149188	7		VRK2,TMPO,BANF1,LEMD2,LMNA,VRK1,EMD,LMNB1
Downstream signaling of activated FGFR1	R-HSA-5654687	0.44517315708091965	0.6281725548213059	0.5298909072544662	1.0	0.7850981883149188	14	FGF5	FGF22,FGF17,FGF4,FGF5,FLRT1,FGF1,FGF8,FGFR1,FGF9,FGF3,FLRT2,FGF6,FGF20,FLRT3,FGF23,KL,FGF10
