approvedSymbol	geneId	ID	Term	uniqueDiseases
POLR2F	ENSG00000100142	R-HSA-162582;R-HSA-167160;R-HSA-77075;R-HSA-72086;R-HSA-76046;R-HSA-113418;R-HSA-167158;R-HSA-73779;R-HSA-167161;R-HSA-76042;R-HSA-75953;R-HSA-167162;R-HSA-73776;R-HSA-76071;R-HSA-76061;R-HSA-212436;R-HSA-76066;R-HSA-6803529;R-HSA-168256;R-HSA-72165;R-HSA-167152;R-HSA-167246;R-HSA-167169;R-HSA-167200;R-HSA-73857;R-HSA-73863;R-HSA-6781823;R-HSA-1266738;R-HSA-73780;R-HSA-9670095;R-HSA-74160;R-HSA-5601884;R-HSA-73772;R-HSA-168325;R-HSA-203927;R-HSA-167242;R-HSA-1643685;R-HSA-167290;R-HSA-167243;R-HSA-167287;R-HSA-167238;R-HSA-5250941;R-HSA-427413;R-HSA-674695;R-HSA-749476;R-HSA-74158;R-HSA-112382;R-HSA-75955;R-HSA-167172;R-HSA-73762;R-HSA-6782210;R-HSA-5578749;R-HSA-211000;R-HSA-73864;R-HSA-73854;R-HSA-6807505;R-HSA-6782135;R-HSA-162587;R-HSA-162599;R-HSA-168273;R-HSA-6781827;R-HSA-9006934;R-HSA-5663202	Signal Transduction;RNA Pol II CTD phosphorylation and interaction with CE during HIV infection;RNA Pol II CTD phosphorylation and interaction with CE;mRNA Capping;RNA Polymerase III Transcription Initiation;Formation of the Early Elongation Complex;Formation of the HIV-1 Early Elongation Complex;RNA Polymerase II Transcription Pre-Initiation And Promoter Opening;HIV Transcription Initiation;RNA Polymerase II Transcription Initiation And Promoter Clearance;RNA Polymerase II Transcription Initiation;RNA Polymerase II HIV Promoter Escape;RNA Polymerase II Promoter Escape;RNA Polymerase III Transcription Initiation From Type 3 Promoter;RNA Polymerase III Transcription Initiation From Type 1 Promoter;Generic Transcription Pathway;RNA Polymerase III Transcription Initiation From Type 2 Promoter;FGFR2 alternative splicing;Immune System;mRNA Splicing - Minor Pathway;Formation of HIV elongation complex in the absence of HIV Tat;Tat-mediated elongation of the HIV-1 transcript;HIV Transcription Elongation;Formation of HIV-1 elongation complex containing HIV-1 Tat;RNA Polymerase II Transcription;RNA Polymerase I Transcription Termination;Formation of TC-NER Pre-Incision Complex;Developmental Biology;RNA Polymerase III Chain Elongation;Inhibition of DNA recombination at telomere;Gene expression (Transcription);PIWI-interacting RNA (piRNA) biogenesis;RNA Polymerase I Promoter Escape;Viral Messenger RNA Synthesis;MicroRNA (miRNA) biogenesis;Abortive elongation of HIV-1 transcript in the absence of Tat;Disease;Pausing and recovery of HIV elongation;Tat-mediated HIV elongation arrest and recovery;HIV elongation arrest and recovery;Pausing and recovery of Tat-mediated HIV elongation;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase II Pre-transcription Events;RNA Polymerase III Abortive And Retractive Initiation;RNA Polymerase III Transcription;Formation of RNA Pol II elongation complex;RNA Polymerase II Transcription Elongation;Transcription of the HIV genome;RNA Polymerase I Transcription Initiation;Gap-filling DNA repair synthesis and ligation in TC-NER;Transcriptional regulation by small RNAs;Gene Silencing by RNA;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance;RNA polymerase II transcribes snRNA genes;Dual incision in TC-NER;HIV Life Cycle;Late Phase of HIV Life Cycle;Influenza Viral RNA Transcription and Replication;Transcription-Coupled Nucleotide Excision Repair (TC-NER);Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	1
POLR2H	ENSG00000163882	R-HSA-162582;R-HSA-167160;R-HSA-77075;R-HSA-72086;R-HSA-76046;R-HSA-113418;R-HSA-167158;R-HSA-73779;R-HSA-167161;R-HSA-76042;R-HSA-75953;R-HSA-167162;R-HSA-73776;R-HSA-76071;R-HSA-76061;R-HSA-212436;R-HSA-76066;R-HSA-6803529;R-HSA-168256;R-HSA-72165;R-HSA-167152;R-HSA-167246;R-HSA-167169;R-HSA-167200;R-HSA-73857;R-HSA-73863;R-HSA-6781823;R-HSA-1266738;R-HSA-73780;R-HSA-9670095;R-HSA-74160;R-HSA-5601884;R-HSA-73772;R-HSA-168325;R-HSA-203927;R-HSA-167242;R-HSA-1643685;R-HSA-167290;R-HSA-167243;R-HSA-167287;R-HSA-167238;R-HSA-5250941;R-HSA-427413;R-HSA-674695;R-HSA-749476;R-HSA-74158;R-HSA-112382;R-HSA-75955;R-HSA-167172;R-HSA-73762;R-HSA-6782210;R-HSA-5578749;R-HSA-211000;R-HSA-73864;R-HSA-73854;R-HSA-6807505;R-HSA-6782135;R-HSA-162587;R-HSA-162599;R-HSA-168273;R-HSA-6781827;R-HSA-9006934;R-HSA-5663202	Signal Transduction;RNA Pol II CTD phosphorylation and interaction with CE during HIV infection;RNA Pol II CTD phosphorylation and interaction with CE;mRNA Capping;RNA Polymerase III Transcription Initiation;Formation of the Early Elongation Complex;Formation of the HIV-1 Early Elongation Complex;RNA Polymerase II Transcription Pre-Initiation And Promoter Opening;HIV Transcription Initiation;RNA Polymerase II Transcription Initiation And Promoter Clearance;RNA Polymerase II Transcription Initiation;RNA Polymerase II HIV Promoter Escape;RNA Polymerase II Promoter Escape;RNA Polymerase III Transcription Initiation From Type 3 Promoter;RNA Polymerase III Transcription Initiation From Type 1 Promoter;Generic Transcription Pathway;RNA Polymerase III Transcription Initiation From Type 2 Promoter;FGFR2 alternative splicing;Immune System;mRNA Splicing - Minor Pathway;Formation of HIV elongation complex in the absence of HIV Tat;Tat-mediated elongation of the HIV-1 transcript;HIV Transcription Elongation;Formation of HIV-1 elongation complex containing HIV-1 Tat;RNA Polymerase II Transcription;RNA Polymerase I Transcription Termination;Formation of TC-NER Pre-Incision Complex;Developmental Biology;RNA Polymerase III Chain Elongation;Inhibition of DNA recombination at telomere;Gene expression (Transcription);PIWI-interacting RNA (piRNA) biogenesis;RNA Polymerase I Promoter Escape;Viral Messenger RNA Synthesis;MicroRNA (miRNA) biogenesis;Abortive elongation of HIV-1 transcript in the absence of Tat;Disease;Pausing and recovery of HIV elongation;Tat-mediated HIV elongation arrest and recovery;HIV elongation arrest and recovery;Pausing and recovery of Tat-mediated HIV elongation;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase II Pre-transcription Events;RNA Polymerase III Abortive And Retractive Initiation;RNA Polymerase III Transcription;Formation of RNA Pol II elongation complex;RNA Polymerase II Transcription Elongation;Transcription of the HIV genome;RNA Polymerase I Transcription Initiation;Gap-filling DNA repair synthesis and ligation in TC-NER;Transcriptional regulation by small RNAs;Gene Silencing by RNA;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance;RNA polymerase II transcribes snRNA genes;Dual incision in TC-NER;HIV Life Cycle;Late Phase of HIV Life Cycle;Influenza Viral RNA Transcription and Replication;Transcription-Coupled Nucleotide Excision Repair (TC-NER);Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	2
POLR3A	ENSG00000148606	R-HSA-76046;R-HSA-76071;R-HSA-76061;R-HSA-76066;R-HSA-168256;R-HSA-73780;R-HSA-74160;R-HSA-749476;R-HSA-74158	RNA Polymerase III Transcription Initiation;RNA Polymerase III Transcription Initiation From Type 3 Promoter;RNA Polymerase III Transcription Initiation From Type 1 Promoter;RNA Polymerase III Transcription Initiation From Type 2 Promoter;Immune System;RNA Polymerase III Chain Elongation;Gene expression (Transcription);RNA Polymerase III Abortive And Retractive Initiation;RNA Polymerase III Transcription	1
POLR3B	ENSG00000013503	R-HSA-76046;R-HSA-76071;R-HSA-76061;R-HSA-76066;R-HSA-168256;R-HSA-73780;R-HSA-74160;R-HSA-749476;R-HSA-74158	RNA Polymerase III Transcription Initiation;RNA Polymerase III Transcription Initiation From Type 3 Promoter;RNA Polymerase III Transcription Initiation From Type 1 Promoter;RNA Polymerase III Transcription Initiation From Type 2 Promoter;Immune System;RNA Polymerase III Chain Elongation;Gene expression (Transcription);RNA Polymerase III Abortive And Retractive Initiation;RNA Polymerase III Transcription	1
POLR3K	ENSG00000161980	R-HSA-76046;R-HSA-76071;R-HSA-76061;R-HSA-76066;R-HSA-168256;R-HSA-73780;R-HSA-74160;R-HSA-749476;R-HSA-74158	RNA Polymerase III Transcription Initiation;RNA Polymerase III Transcription Initiation From Type 3 Promoter;RNA Polymerase III Transcription Initiation From Type 1 Promoter;RNA Polymerase III Transcription Initiation From Type 2 Promoter;Immune System;RNA Polymerase III Chain Elongation;Gene expression (Transcription);RNA Polymerase III Abortive And Retractive Initiation;RNA Polymerase III Transcription	1
POM121	ENSG00000196313	R-HSA-1280215;R-HSA-168256;R-HSA-9615933;R-HSA-74160;R-HSA-159227;R-HSA-4615885;R-HSA-177243;R-HSA-165054;R-HSA-159230;R-HSA-3232142;R-HSA-168325;R-HSA-4085377;R-HSA-168333;R-HSA-168274;R-HSA-180746;R-HSA-168271;R-HSA-159231;R-HSA-168276;R-HSA-159234;R-HSA-1643685;R-HSA-176033;R-HSA-4570464;R-HSA-180910;R-HSA-191859;R-HSA-194441;R-HSA-5578749;R-HSA-211000;R-HSA-162587;R-HSA-162599;R-HSA-168273;R-HSA-159236;R-HSA-72202;R-HSA-6784531;R-HSA-9610379;R-HSA-1169408;R-HSA-597592	Cytokine Signaling in Immune system;Immune System;Postmitotic nuclear pore complex (NPC) reformation;Gene expression (Transcription);Transport of the SLBP independent Mature mRNA;SUMOylation of DNA replication proteins;Interactions of Rev with host cellular proteins;Rev-mediated nuclear export of HIV RNA;Transport of the SLBP Dependant Mature mRNA;SUMOylation of ubiquitinylation proteins;Viral Messenger RNA Synthesis;SUMOylation of SUMOylation proteins;NEP/NS2 Interacts with the Cellular Export Machinery;Export of Viral Ribonucleoproteins from Nucleus;Nuclear import of Rev protein;Transport of Ribonucleoproteins into the Host Nucleus;Transport of Mature mRNA Derived from an Intronless Transcript;NS1 Mediated Effects on Host Pathways;Transport of Mature mRNAs Derived from Intronless Transcripts;Disease;Interactions of Vpr with host cellular proteins;SUMOylation of RNA binding proteins;Vpr-mediated nuclear import of PICs;snRNP Assembly;Metabolism of non-coding RNA;Transcriptional regulation by small RNAs;Gene Silencing by RNA;HIV Life Cycle;Late Phase of HIV Life Cycle;Influenza Viral RNA Transcription and Replication;Transport of Mature mRNA derived from an Intron-Containing Transcript;Transport of Mature Transcript to Cytoplasm;tRNA processing in the nucleus;HCMV Late Events;ISG15 antiviral mechanism;Post-translational protein modification	1
POM121C	ENSG00000272391	R-HSA-1280215;R-HSA-168256;R-HSA-74160;R-HSA-159227;R-HSA-4615885;R-HSA-177243;R-HSA-165054;R-HSA-159230;R-HSA-3232142;R-HSA-168325;R-HSA-4085377;R-HSA-168333;R-HSA-168274;R-HSA-180746;R-HSA-168271;R-HSA-159231;R-HSA-168276;R-HSA-159234;R-HSA-1643685;R-HSA-176033;R-HSA-4570464;R-HSA-180910;R-HSA-191859;R-HSA-194441;R-HSA-5578749;R-HSA-211000;R-HSA-162587;R-HSA-162599;R-HSA-168273;R-HSA-159236;R-HSA-72202;R-HSA-6784531;R-HSA-9610379;R-HSA-1169408;R-HSA-597592	Cytokine Signaling in Immune system;Immune System;Gene expression (Transcription);Transport of the SLBP independent Mature mRNA;SUMOylation of DNA replication proteins;Interactions of Rev with host cellular proteins;Rev-mediated nuclear export of HIV RNA;Transport of the SLBP Dependant Mature mRNA;SUMOylation of ubiquitinylation proteins;Viral Messenger RNA Synthesis;SUMOylation of SUMOylation proteins;NEP/NS2 Interacts with the Cellular Export Machinery;Export of Viral Ribonucleoproteins from Nucleus;Nuclear import of Rev protein;Transport of Ribonucleoproteins into the Host Nucleus;Transport of Mature mRNA Derived from an Intronless Transcript;NS1 Mediated Effects on Host Pathways;Transport of Mature mRNAs Derived from Intronless Transcripts;Disease;Interactions of Vpr with host cellular proteins;SUMOylation of RNA binding proteins;Vpr-mediated nuclear import of PICs;snRNP Assembly;Metabolism of non-coding RNA;Transcriptional regulation by small RNAs;Gene Silencing by RNA;HIV Life Cycle;Late Phase of HIV Life Cycle;Influenza Viral RNA Transcription and Replication;Transport of Mature mRNA derived from an Intron-Containing Transcript;Transport of Mature Transcript to Cytoplasm;tRNA processing in the nucleus;HCMV Late Events;ISG15 antiviral mechanism;Post-translational protein modification	10
POMC	ENSG00000115138	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-202040;R-HSA-1643685;R-HSA-449147;R-HSA-8957322;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);G-protein activation;Disease;Signaling by Interleukins;Metabolism of steroids;Interleukin-4 and Interleukin-13 signaling	10
POMGNT1	ENSG00000085998	R-HSA-9939291;R-HSA-8931838;R-HSA-1643685;R-HSA-597592	Matriglycan biosynthesis on DAG1;DAG1 glycosylations;Disease;Post-translational protein modification	1
POMP	ENSG00000132963	R-HSA-15869;R-HSA-597592	Metabolism of nucleotides;Post-translational protein modification	1
PON1	ENSG00000005421	R-HSA-9754706;R-HSA-2142753	Atorvastatin ADME;Arachidonate metabolism	1
POP4	ENSG00000105171	R-HSA-6784531	tRNA processing in the nucleus	2
POT1	ENSG00000128513	R-HSA-73928;R-HSA-110328;R-HSA-110329;R-HSA-73929;R-HSA-9670095	Depyrimidination;Recognition and association of DNA glycosylase with site containing an affected pyrimidine;Cleavage of the damaged pyrimidine;Base-Excision Repair, AP Site Formation;Inhibition of DNA recombination at telomere	5
POU2F1	ENSG00000143190	R-HSA-162582;R-HSA-76046;R-HSA-76071;R-HSA-1280215;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-449147;R-HSA-749476;R-HSA-74158;R-HSA-6807505;R-HSA-6785807	Signal Transduction;RNA Polymerase III Transcription Initiation;RNA Polymerase III Transcription Initiation From Type 3 Promoter;Cytokine Signaling in Immune system;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Signaling by Interleukins;RNA Polymerase III Abortive And Retractive Initiation;RNA Polymerase III Transcription;RNA polymerase II transcribes snRNA genes;Interleukin-4 and Interleukin-13 signaling	1
POU2F2	ENSG00000028277	R-HSA-73857;R-HSA-74160;R-HSA-6807505	RNA Polymerase II Transcription;Gene expression (Transcription);RNA polymerase II transcribes snRNA genes	1
POU3F1	ENSG00000185668	R-HSA-1266738	Developmental Biology	5
POU3F2	ENSG00000184486	R-HSA-1266738	Developmental Biology	3
POU3F3	ENSG00000198914	R-HSA-1266738	Developmental Biology	5
POU4F1	ENSG00000152192	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	2
PPA2	ENSG00000138777	R-HSA-379724;R-HSA-379726;R-HSA-72766	tRNA Aminoacylation;Mitochondrial tRNA aminoacylation;Translation	4
PPARA	ENSG00000186951	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-8957322;R-HSA-1655829;R-HSA-597592	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF);Post-translational protein modification	4
PPARD	ENSG00000112033	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-200425	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Carnitine shuttle	17
PPARG	ENSG00000132170	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Post-translational protein modification	20
PPARGC1A	ENSG00000109819	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-597592	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Post-translational protein modification	8
PPARGC1B	ENSG00000155846	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	11
PPCDC	ENSG00000138621	R-HSA-199220	Vitamin B5 (pantothenate) metabolism	7
PPCS	ENSG00000127125	R-HSA-199220	Vitamin B5 (pantothenate) metabolism	1
PPFIA1	ENSG00000131626	R-HSA-264642;R-HSA-210500;R-HSA-212676;R-HSA-181429;R-HSA-388844;R-HSA-112310	Acetylcholine Neurotransmitter Release Cycle;Glutamate Neurotransmitter Release Cycle;Dopamine Neurotransmitter Release Cycle;Serotonin Neurotransmitter Release Cycle;Receptor-type tyrosine-protein phosphatases;Neurotransmitter release cycle	2
PPFIA2	ENSG00000139220	R-HSA-264642;R-HSA-210500;R-HSA-212676;R-HSA-181429;R-HSA-388844;R-HSA-112310	Acetylcholine Neurotransmitter Release Cycle;Glutamate Neurotransmitter Release Cycle;Dopamine Neurotransmitter Release Cycle;Serotonin Neurotransmitter Release Cycle;Receptor-type tyrosine-protein phosphatases;Neurotransmitter release cycle	1
PPFIA3	ENSG00000177380	R-HSA-264642;R-HSA-210500;R-HSA-212676;R-HSA-181429;R-HSA-388844;R-HSA-112310	Acetylcholine Neurotransmitter Release Cycle;Glutamate Neurotransmitter Release Cycle;Dopamine Neurotransmitter Release Cycle;Serotonin Neurotransmitter Release Cycle;Receptor-type tyrosine-protein phosphatases;Neurotransmitter release cycle	3
PPFIA4	ENSG00000143847	R-HSA-264642;R-HSA-210500;R-HSA-212676;R-HSA-181429;R-HSA-388844;R-HSA-112310	Acetylcholine Neurotransmitter Release Cycle;Glutamate Neurotransmitter Release Cycle;Dopamine Neurotransmitter Release Cycle;Serotonin Neurotransmitter Release Cycle;Receptor-type tyrosine-protein phosphatases;Neurotransmitter release cycle	5
PPFIBP1	ENSG00000110841	R-HSA-1643685;R-HSA-388844;R-HSA-5663202	Disease;Receptor-type tyrosine-protein phosphatases;Diseases of signal transduction by growth factor receptors and second messengers	3
PPFIBP2	ENSG00000166387	R-HSA-388844	Receptor-type tyrosine-protein phosphatases	3
PPHLN1	ENSG00000134283	R-HSA-9843970;R-HSA-74160	Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex;Gene expression (Transcription)	1
PPID	ENSG00000171497	R-HSA-162582	Signal Transduction	2
PPL	ENSG00000118898	R-HSA-168256;R-HSA-1266738	Immune System;Developmental Biology	2
PPM1A	ENSG00000100614	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-380972;R-HSA-165159;R-HSA-2173793	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Energy dependent regulation of mTOR by LKB1-AMPK;MTOR signalling;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	2
PPM1D	ENSG00000170836	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	1
